Version,Engine,Name,Mean,Deviation,MOE,RME,SEM
1.7.166,SM,[coll (seq arr)] (ci-reduce coll sum 0),0.0001086065573770492,3.1579989769308326e-06,8.842397135406331e-07,0.8141678871845828,4.511427109901189e-07
1.7.166,SM,[coll arr] (array-reduce coll + 0),1.1917731029301278e-05,4.454905901183405e-07,1.0914519457899341e-07,0.9158219321332718,5.568632376479256e-08
1.7.166,SM,[coll arr] (array-reduce coll sum 0),9.016393442622952e-05,3.4439408847242172e-06,8.863347214036721e-07,0.9830257819204362,4.5221159255289393e-07
1.7.166,JSC,[x 1] (identity x),8.918596467281765e-10,3.0324493685081266e-11,7.42950095284491e-12,0.8330347695515026,3.790561710635158e-12
1.7.166,JSC,[] (symbol (quote foo)),7.048371768658019e-09,2.207296444397352e-10,5.4078762887735124e-11,0.7672518513879625,2.75912055549669e-11
1.7.166,JSC,[coll (seq arr)] (ci-reduce coll + 0),8.034313421096206e-05,3.127565452587445e-06,7.66253535883924e-07,0.9537262186858724,3.909456815734306e-07
1.7.166,JSC,[coll (seq arr)] (ci-reduce coll sum 0),0.0001016857407980204,3.715494764949397e-06,1.000310414273228e-06,0.9837273214738697,5.10362456261851e-07
1.7.166,JSC,[coll arr] (array-reduce coll + 0),1.4557397582432805e-05,4.486764132003869e-07,1.0824736738946577e-07,0.7435901010225461,5.5228248668094785e-08
1.7.166,JSC,[coll arr] (array-reduce coll sum 0),4.0713687993517816e-05,1.4917247014379317e-06,3.626503277491194e-07,0.8907331799734239,1.8502567742302008e-07
1.7.58,V8,[x 1] (identity x),1.0239991635919637e-08,3.856775395154552e-10,9.376132605160414e-11,0.9156386976207095,4.783741125081844e-11
1.7.58,V8,[] (symbol (quote foo)),2.7636023762680193e-08,3.3216852169908627e-09,8.202462816610947e-10,2.9680329149548603,4.184930008474973e-10
1.7.58,V8,[coll (seq arr)] (ci-reduce coll + 0),0.00011711488606324902,2.7962805959682114e-06,6.746287615984363e-07,0.5760401467957681,3.4419834775430424e-07
1.7.58,V8,[coll (seq arr)] (ci-reduce coll sum 0),0.00018436012691697514,4.322228345128995e-06,1.5851946500600957e-06,0.8598359507389433,7.762951273555807e-07
1.7.58,V8,[coll arr] (array-reduce coll + 0),1.4305219388071736e-05,3.449870814792357e-07,8.323134948665982e-08,0.5818250474093494,4.2464974227887665e-08
1.7.58,V8,[coll arr] (array-reduce coll sum 0),8.549449072829885e-05,2.2488496871945413e-06,5.64353966877458e-07,0.6601056536741913,2.879356973864582e-07
1.7.58,SM,[x 1] (identity x),8.785449368984575e-10,2.3205320580627856e-11,5.641400927380319e-12,0.6421300368876127,2.878265779275673e-12
1.7.58,SM,[] (symbol (quote foo)),1.3068691848554449e-09,2.399305792411012e-10,6.174867984846734e-11,4.724931964425918,3.1504428494115995e-11
1.7.58,SM,[coll (seq arr)] (ci-reduce coll + 0),5.910734410217885e-05,1.6288374597698496e-06,3.9906517764361313e-07,0.6751532888260878,2.036046824712312e-07
1.7.58,SM,[coll (seq arr)] (ci-reduce coll sum 0),0.00011601848622253226,2.6357960527112988e-06,7.535619228850786e-07,0.6495188374029374,3.8447036881891766e-07
1.7.58,SM,[coll arr] (array-reduce coll + 0),1.1660691910682385e-05,3.053185352769232e-07,7.480304114284618e-08,0.6414974490005945,3.81648169096154e-08
1.7.58,SM,[coll arr] (array-reduce coll sum 0),8.709016393442624e-05,2.3026732114362037e-06,5.826567133104906e-07,0.6690270025776927,2.9727383332167886e-07
1.7.58,JSC,[x 1] (identity x),8.738504126000255e-10,2.1071592511311433e-11,5.045637307666424e-12,0.5774028637983705,2.5743047488094e-12
1.7.58,JSC,[] (symbol (quote foo)),6.933913879871026e-09,1.8011736903926571e-10,4.4477604759573245e-11,0.6414502044608686,2.2692655489578186e-11
1.7.58,JSC,[coll (seq arr)] (ci-reduce coll + 0),7.433733370007392e-05,1.7844889080917096e-06,4.2729963598864576e-07,0.5748116252227389,2.1801001836155397e-07
1.7.58,JSC,[coll (seq arr)] (ci-reduce coll sum 0),9.336353178027037e-05,2.1912663465210546e-06,5.688710230673085e-07,0.6093075232052465,2.9024031789148393e-07
1.7.58,JSC,[coll arr] (array-reduce coll + 0),1.14537494428259e-05,2.783463761530356e-07,6.715365808076782e-08,0.5863028383498451,3.4262070449371336e-08
1.7.58,JSC,[coll arr] (array-reduce coll sum 0),3.418435057610484e-05,6.993869262160031e-07,1.6873361585798555e-07,0.4935990095302024,8.608857951938039e-08
1.7.48,V8,[x 1] (identity x),1.0323967365695448e-08,5.246738574975821e-10,1.2854509508690763e-10,1.2451133419313023,6.558423218719777e-11
1.7.48,V8,[] (symbol (quote foo)),2.8850731485099715e-08,3.853122984209491e-09,9.669500159959883e-10,3.351561524515871,4.933418448959125e-10
1.7.48,V8,[coll (seq arr)] (ci-reduce coll + 0),0.0001166919101924448,2.0403756756119567e-06,5.896404825700696e-07,0.5052967952942515,3.008369809030967e-07
1.7.48,V8,[coll (seq arr)] (ci-reduce coll sum 0),0.00018260117827868853,2.6760389756263918e-06,9.272002001286126e-07,0.5077733938351189,4.730613265962309e-07
1.7.48,V8,[coll arr] (array-reduce coll + 0),1.436559201959264e-05,3.9552287190247683e-07,9.690310361610683e-08,0.6745500184325482,4.9440358987809604e-08
1.7.48,V8,[coll arr] (array-reduce coll sum 0),8.594799785004033e-05,2.2220331763933034e-06,5.576243022250504e-07,0.6487926608808011,2.8450219501278084e-07
1.7.48,SM,[x 1] (identity x),8.849971193086772e-10,2.37615053463172e-11,5.867589832802787e-12,0.6630066589805742,2.9936682820422384e-12
1.7.48,SM,[] (symbol (quote foo)),1.3194735993055905e-09,2.574274533916522e-10,6.625168602503985e-11,5.021069467392651,3.3801880625020335e-11
1.7.48,SM,[coll (seq arr)] (ci-reduce coll + 0),6.419545598548379e-05,1.6885573333474169e-06,4.169669259944213e-07,0.6495271660484943,2.1273822754817414e-07
1.7.48,SM,[coll (seq arr)] (ci-reduce coll sum 0),0.00010655737704918029,2.332754310671725e-06,6.466065056319057e-07,0.6068153360545578,3.299012783836254e-07
1.7.48,SM,[coll arr] (array-reduce coll + 0),1.177216378662659e-05,3.9002149203068505e-07,9.555526554751783e-08,0.8117051994814283,4.875268650383563e-08
1.7.48,SM,[coll arr] (array-reduce coll sum 0),8.709016393442624e-05,1.7896183701011714e-06,4.528359267066216e-07,0.5199621934890148,2.3103873811562326e-07
1.7.48,JSC,[x 1] (identity x),8.736666160717846e-10,2.199870959462272e-11,5.307393768701987e-12,0.6074850144286509,2.7078539636234626e-12
1.7.48,JSC,[] (symbol (quote foo)),6.867490576108966e-09,1.587729170284044e-10,3.8598978982202214e-11,0.5620536141175444,1.9693356623572558e-11
1.7.48,JSC,[coll (seq arr)] (ci-reduce coll + 0),7.44980021178918e-05,1.8681458212284455e-06,4.5070759482356584e-07,0.6049928615673865,2.2995285450181932e-07
1.7.48,JSC,[coll (seq arr)] (ci-reduce coll sum 0),9.397469082542424e-05,4.218962444318649e-06,1.0952778450654866e-06,1.1655030045272214,5.588152270742278e-07
1.7.48,JSC,[coll arr] (array-reduce coll + 0),1.2255050648292696e-05,1.1680370153480172e-06,2.9074806460863843e-07,2.372475422197817,1.4834084929012165e-07
1.7.48,JSC,[coll arr] (array-reduce coll sum 0),4.386259743121574e-05,3.3354437700630803e-06,8.659090269294352e-07,1.9741398768901746,4.4179031986195675e-07
1.7.28,V8,[x 1] (identity x),1.0374370295199606e-08,5.524299089370522e-10,1.3751099044367023e-10,1.3254875865313855,7.01586685937093e-11
1.7.28,V8,[] (symbol (quote foo)),3.319941751379761e-08,2.081169710123094e-09,5.05949171955227e-10,1.5239700267179555,2.581373326302179e-10
1.7.28,V8,[coll (seq arr)] (ci-reduce coll + 0),0.00011745324609030582,3.4081382344040945e-06,8.222451208034822e-07,0.7000616399918703,4.1951281673647056e-07
1.7.28,V8,[coll (seq arr)] (ci-reduce coll sum 0),0.00018330558401639347,3.3967794725642403e-06,1.176924041630265e-06,0.6420557496628198,6.004714498113596e-07
1.7.28,V8,[coll arr] (array-reduce coll + 0),1.4295482202168212e-05,3.2323590045771207e-07,7.85812590810332e-08,0.5496929587245032,4.0092479122976124e-08
1.7.28,V8,[coll arr] (array-reduce coll sum 0),8.598159097016931e-05,2.518735518428393e-06,6.320824328252438e-07,0.7351369353522897,3.2249103715573667e-07
1.7.28,SM,[x 1] (identity x),8.817621187083867e-10,2.401055210256389e-11,5.929088639109353e-12,0.6724136264545291,3.0250452240353842e-12
1.7.28,SM,[] (symbol (quote foo)),1.2373528704676455e-08,2.969777288804653e-10,7.275954357571399e-11,0.588025819572514,3.712221611005816e-11
1.7.28,SM,[coll (seq arr)] (ci-reduce coll + 0),5.9142227970219224e-05,1.7171437145951334e-06,4.3092113828176243e-07,0.7286183714599839,2.198577236131441e-07
1.7.28,SM,[coll (seq arr)] (ci-reduce coll sum 0),0.00010670081967213115,2.2295378702785895e-06,6.179963680185917e-07,0.5791861486327498,3.153042693972407e-07
1.7.28,SM,[coll arr] (array-reduce coll + 0),1.1641911807201058e-05,3.4746552264101657e-07,8.447167600417102e-08,0.7255825108718089,4.3097793879679096e-08
1.7.28,SM,[coll arr] (array-reduce coll sum 0),8.762850791886636e-05,2.205360575958338e-06,5.627424437399547e-07,0.642191059855758,2.8711349170405854e-07
1.7.28,JSC,[x 1] (identity x),8.68870076743008e-10,1.9486463144981635e-11,4.666074734788371e-12,0.5370279009123351,2.380650374892026e-12
1.7.28,JSC,[] (symbol (quote foo)),2.116378063996382e-08,6.902037412304281e-10,1.7043669563779512e-10,0.805322539187339,8.695749777438527e-11
1.7.28,JSC,[coll (seq arr)] (ci-reduce coll + 0),7.451433088330754e-05,1.9060932733429566e-06,4.56418057947376e-07,0.6125238629091968,2.328663560956e-07
1.7.28,JSC,[coll (seq arr)] (ci-reduce coll sum 0),9.346721057414893e-05,2.529332790327269e-06,6.056540759094724e-07,0.6479856114128901,3.090071815864655e-07
1.7.28,JSC,[coll arr] (array-reduce coll + 0),1.1407779636134266e-05,2.428968428676965e-07,5.8601127703804626e-08,0.5136944223412672,2.989853454275746e-08
1.7.28,JSC,[coll arr] (array-reduce coll sum 0),4.1204952727345774e-05,3.7599854133660897e-06,9.7612357905081e-07,2.368947212510702,4.980222342095969e-07
1.7.10,V8,[x 1] (identity x),1.0270043779195785e-08,5.47016291819061e-10,1.3507844665037066e-10,1.3152665125342653,6.891757482161768e-11
1.7.10,V8,[] (symbol (quote foo)),3.335335955736667e-08,2.0225273884141196e-09,4.879535871014027e-10,1.4629818212529349,2.4895591178643e-10
1.7.10,V8,[coll (seq arr)] (ci-reduce coll + 0),0.00011707056307911621,2.6404914850860402e-06,7.630656903520129e-07,0.6517997951682641,3.8931922977143515e-07
1.7.10,V8,[coll (seq arr)] (ci-reduce coll sum 0),0.00018462453728186146,4.050431445038425e-06,1.4855120424967898e-06,0.8046124661257226,7.274789630248726e-07
1.7.10,V8,[coll arr] (array-reduce coll + 0),1.4333581533879387e-05,3.4198013907062267e-07,8.313813493743435e-08,0.5800234556933727,4.241741578440528e-08
1.7.10,V8,[coll arr] (array-reduce coll sum 0),8.584721848965334e-05,2.117332816285622e-06,5.313495076504157e-07,0.618947843621114,2.710966875767427e-07
1.7.10,SM,[x 1] (identity x),8.752597788107722e-10,2.0654887070624466e-11,5.021369934118959e-12,0.5737005236252903,2.561923435774979e-12
1.7.10,SM,[] (symbol (quote foo)),1.2489053277647008e-08,2.448930755391083e-10,6.095884532207064e-11,0.4880982086222276,3.1101451694934e-11
1.7.10,SM,[coll (seq arr)] (ci-reduce coll + 0),5.9123211596385564e-05,1.6431642123828182e-06,4.0257523203379043e-07,0.6809089377316598,2.0539552654785228e-07
1.7.10,SM,[coll (seq arr)] (ci-reduce coll sum 0),0.00011304644808743173,2.0528104110116397e-06,5.8074341526249e-07,0.5137210634104441,2.9629766084820917e-07
1.7.10,SM,[coll arr] (array-reduce coll + 0),1.1704963629088225e-05,3.925630937323247e-07,9.693826985900118e-08,0.828180872071213,4.945830094846999e-08
1.7.10,SM,[coll arr] (array-reduce coll sum 0),8.761114198388443e-05,2.1132994365860666e-06,5.392511783620362e-07,0.6155052498473634,2.751281522255287e-07
1.7.10,JSC,[x 1] (identity x),8.715778109198755e-10,2.0825683339114263e-11,4.986753837284707e-12,0.5721524544115708,2.5442621618799525e-12
1.7.10,JSC,[] (symbol (quote foo)),2.1381601811263915e-08,4.372864194924267e-10,1.0798210431706397e-10,0.5050234555400736,5.509291036584897e-11
1.7.10,JSC,[coll (seq arr)] (ci-reduce coll + 0),7.42767102901913e-05,1.6541167207326929e-06,3.9608174051787806e-07,0.5332515925522662,2.0208252067238677e-07
1.7.10,JSC,[coll (seq arr)] (ci-reduce coll sum 0),9.330960598216858e-05,2.111000754834491e-06,5.480334058911349e-07,0.5873279606344751,2.796088805567015e-07
1.7.10,JSC,[coll arr] (array-reduce coll + 0),1.152867937066722e-05,3.4549249646496376e-07,8.399201739912585e-08,0.7285484720203892,4.285307010159482e-08
1.7.10,JSC,[coll arr] (array-reduce coll sum 0),4.338574723315987e-05,3.4234329857401643e-06,8.810567960440268e-07,2.030751692045613,4.495187734918504e-07
