Version,Engine,Section,Name,Mean,Deviation,MOE,RME,SEM
1.7.189,JSC,vector ops,[coll [1 2 3]] (transient coll),2.1652009452875744e-07,4.658989253888336e-09,1.1156048116826885e-09,0.5152430836088139,5.69186128409535e-10
1.7.189,JSC,vector ops,[coll [1 2 3]] (nth coll 0),1.035230930292131e-08,7.298099226628642e-11,1.7346480763574046e-11,0.1675614614671439,8.850245287537779e-12
1.7.189,JSC,vector ops,[coll [1 2 3]] (-nth coll 0),1.5504668744322194e-08,7.316608649488915e-11,1.726399700968344e-11,0.11134708708952915,8.808161739634408e-12
1.7.189,JSC,vector ops,[coll [1 2 3]] (-nth coll 0),1.5537283102064194e-08,1.1711936485842338e-10,2.7837505992600125e-11,0.1791658542213329,1.4202809179898023e-11
1.7.189,JSC,vector ops,[coll [1 2 3]] (coll 0),8.038964220574543e-09,6.668898069819181e-11,1.5850964544338458e-11,0.19717670223945333,8.087226808335948e-12
1.7.189,JSC,vector ops,[coll [1 2 3]] (conj coll 4),4.771409383124698e-08,1.3593949724330393e-09,3.2796670981371973e-10,0.6873581440604476,1.673299539865917e-10
1.7.189,JSC,vector ops,[coll [1 2 3]] (-conj coll 4),4.933731343283583e-08,1.101386979702979e-09,2.63729437249901e-10,0.5345435713862344,1.3455583533158215e-10
1.7.189,JSC,vector ops,[coll []] (-conj coll 1),4.0385510026436604e-08,8.192281467103987e-10,1.9764642750040428e-10,0.4893993597481465,1.008400140308185e-10
1.7.189,JSC,vector ops,[coll [1]] (-conj coll 2),4.310793722760828e-08,9.036500899424166e-10,2.1801400831345556e-10,0.5057398296799724,1.1123163689462018e-10
1.7.189,JSC,vector ops,[coll [1 2]] (-conj coll 3),4.600293312805421e-08,9.88840190040953e-10,2.385669141315581e-10,0.5185906591379313,1.2171781333242762e-10
1.7.189,JSC,vector ops,[coll [1 2 3]] (seq coll),2.3321599999999987e-08,2.339904666934136e-09,6.485884832691175e-10,2.781063405894612,3.309124914638355e-10
1.7.189,JSC,vector ops,[coll [1 2 3]] (-seq coll),2.0780246913580243e-08,2.0018955222783666e-09,5.339500107761714e-10,2.5695075375992094,2.7242347488580177e-10
1.7.189,JSC,vector ops,[coll (seq [1 2 3])] (first coll),1.4277754801714861e-08,1.2389217622244043e-10,2.944730106927668e-11,0.20624602031784328,1.502413319861055e-11
1.7.189,JSC,vector ops,[coll (seq [1 2 3])] (-first coll),1.714390739699933e-08,4.750792170905661e-10,1.137587213952786e-10,0.6635518890821214,5.8040163977182964e-11
1.7.189,JSC,vector ops,[coll (seq [1 2 3])] (rest coll),1.9864447686683127e-08,2.2220616151418532e-10,5.281505206437195e-11,0.26587727430135644,2.6946455134883648e-11
1.7.189,JSC,vector ops,[coll (seq [1 2 3])] (-rest coll),2.2720204867564046e-08,3.3675742788662277e-10,8.004215979294768e-11,0.35229506186019455,4.083783662905494e-11
1.7.189,JSC,vector ops,[coll (seq [1 2 3])] (next coll),1.4499061787955757e-08,1.2488063969044225e-10,2.9682243922213335e-11,0.20471837665296463,1.5144002001129252e-11
1.7.189,JSC,large vector ops,[] (reduce conj [] (range 40000)),0.004508196721311473,0.00015871009934834507,3.982866203142802e-05,0.883472139606222,2.032074593440205e-05
1.7.189,JSC,large vector ops,[coll (reduce conj [] (range (+ 32768 32)))] (conj coll :foo),2.3937181633704354e-07,7.174651596605402e-09,1.7577896411683234e-09,0.7343344208464778,8.968314495756752e-10
1.7.189,JSC,large vector ops,[coll (reduce conj [] (range 40000))] (assoc coll 123 :foo),5.715840147428691e-07,1.3601247734095056e-08,3.256847481324623e-09,0.5697933107506056,1.6616568782268484e-09
1.7.189,JSC,large vector ops,[coll (reduce conj [] (range (+ 32768 33)))] (pop coll),2.0008999809085604e-07,3.8284134233166886e-09,9.099561096711683e-10,0.4547734111417099,4.6426332126080013e-10
1.7.189,JSC,chunked seqs,[] (-first v),1.2683311135868009e-08,8.301956749687127e-11,1.958898765360799e-11,0.15444695351051463,9.994381455922444e-12
1.7.189,JSC,chunked seqs,[] (-next v),2.4172261707087616e-08,2.64123780083714e-10,6.277823756777128e-11,0.2597118893072546,3.2029713044781265e-11
1.7.189,JSC,chunked seqs,[] (-rest v),2.597311325964075e-08,3.3743662432217774e-10,8.020359453832706e-11,0.30879468986474673,4.092020129506483e-11
1.7.189,JSC,"transient vector, conj! 1000000 items",[v []] (loop [i 0 v (transient v)] (if (> i 1000000) (persistent! v) (recur (inc i) (conj! v i)))),0.020407777777777778,0.0015351175390131723,0.0004485299503029234,2.1978382712072255,0.00022884181137904257
1.7.189,JSC,vector equality,[a (into [] (range 100000)) b (into [] (range 100000))] (= a b),0.001139672131147541,8.97950171909625e-06,2.2534264715917125e-06,0.19772585553379526,1.1497073834651596e-06
1.7.189,JSC,keyword compare,[arr (into-array (repeatedly 10000 (fn* [] (keyword (rand-nth seed)))))] (.sort arr compare),0.0031346825396825415,4.809251942856815e-05,1.1875812324183124e-05,0.3788521540489336,6.059087920501594e-06
1.7.189,JSC,keyword compare,[arr (into-array (repeatedly 10000 (fn* [] (keyword (rand-nth seed) (rand-nth seed)))))] (.sort arr compare),0.005487528344671204,7.204764276134135e-05,1.7791213560860334e-05,0.3242117843115456,9.07714977594915e-06
1.7.189,JSC,"reduce lazy-seqs, vectors, ranges",[coll (take 100000 (iterate inc 0))] (reduce + 0 coll),0.006376984126984132,4.931689018948905e-05,1.217815450847045e-05,0.19097043784284698,6.213344136974719e-06
1.7.189,JSC,"reduce lazy-seqs, vectors, ranges",[coll (range 100000)] (reduce + 0 coll),0.0004993852459016393,1.0815546371142406e-06,5.990045629506309e-07,0.11994839011896098,2.7925620650379066e-07
1.7.189,JSC,"reduce lazy-seqs, vectors, ranges",[coll (into [] (range 100000))] (reduce + 0 coll),0.00046960382513661206,1.4316355143560861e-06,7.928921722064501e-07,0.16884278401603534,3.696467003293474e-07
1.7.189,JSC,apply,[coll (into [] (range 100000))] (apply + coll),0.004975806451612905,5.809787917171956e-05,1.4461738545170208e-05,0.2906410988008274,7.3784380332501065e-06
1.7.189,JSC,apply,[] (list 1 2 3 4 5),1.2895385746690242e-07,1.6853824646538592e-09,4.005899837002971e-10,0.31064598730837767,2.0438264474504954e-10
1.7.189,JSC,apply,[xs (array-seq (array 1 2 3 4 5))] (apply list xs),1.502247254935427e-07,2.8713561204207243e-09,7.265533431141199e-10,0.4836443140282858,3.706904811806734e-10
1.7.189,JSC,apply,[xs (list 1 2 3 4 5)] (apply list xs),2.5484089953988573e-07,6.8690715458014014e-09,1.632674669564628e-09,0.6406643017319495,8.329972803901164e-10
1.7.189,JSC,apply,[xs [1 2 3 4 5]] (apply list xs),1.6254307023928458e-07,1.6557242823710983e-09,3.964666745456578e-10,0.24391484297793023,2.022789155845193e-10
1.7.189,JSC,apply,[f (fn [a b & more])] (apply f (range 32)),1.4415518989032073e-07,6.36683455159613e-09,1.5245519733749686e-09,1.0575768895555624,7.778326394770248e-10
1.7.189,JSC,apply,[f (fn [a b c d e f g h i j & more])] (apply f (range 32)),4.805925049302759e-07,4.041462804098499e-09,9.67736799720242e-10,0.201363273416143,4.937432651633888e-10
1.7.189,JSC,update-in,[coll {:foo 1} ks [:foo]] (update-in coll ks inc),1.7770549079846987e-07,5.698148055082232e-09,1.563884634525419e-09,0.8800429449301433,7.979003237374587e-10
1.7.189,JSC,update-in,[coll (array-map :foo 1) ks [:foo]] (update-in coll ks inc),1.7820748371032996e-07,5.5900646817549565e-09,1.5342206234888085e-09,0.860918178937216,7.827656242289839e-10
1.7.189,JSC,obj-map,[coll (obj-map)] (assoc coll :foo :bar),2.391166664454758e-07,6.01061767790386e-09,1.4286331370575481e-09,0.5974628026956498,7.288944576824225e-10
1.7.189,JSC,obj-map,[coll (obj-map :foo :bar)] (-lookup coll :foo),1.4574551078795222e-08,1.0737224975835979e-10,2.552076379256702e-11,0.17510497341971407,1.3020797853350522e-11
1.7.189,JSC,obj-map,[coll (obj-map :foo :bar)] (assoc coll :baz :woz),7.861435801125046e-07,8.803527697920963e-09,2.1080232909714797e-09,0.2681473644636011,1.0755220872303468e-09
1.7.189,JSC,obj-map,[coll (obj-map :foo :bar :baz :woz)] (-lookup coll :baz),1.5090856325025994e-08,1.5142282334857576e-10,3.599092052350079e-11,0.2384948855673291,1.8362714552806527e-11
